id_hd,id_casi,x,y,creator,title,repType,keywordsall,Xnorm,L5
metadc56075,19930083324,195.4506231250995,305.56917030196536,"Moore, Dwight G.",Studies of high-temperature protection of a titanium-carbide ceramal by chromium-type ceramic-metal coatings,TN,metallic coatings metal durability,20.0 20.0 20.0 26.0,5.1.5 5.1.9 5.1.12 5.2.8
metadc56076,19930083325,702.9495984510263,279.52384835133074,"Wu, Chung-Hua","A General Theory of Three-Dimensional Flow in Subsonic and Supersonic Turbomachines of Axial-, Radial-, and Mixed-Flow Types",TN,flow characteristics turbomachines,57.0 62.0 90.0 98.0,1.1.2 1.4 3.6.1 3.7.1
metadc56077,19930083326,606.046605519171,294.967538049483,"Ivey, H. Reese",A velocity-correction formula for the calculation of transonic Mach number distributions over diamond-shaped airfoils,TN,velocity correction formulas airfoils,57.0 64.0 64.0 64.0,1.1.2.2 1.2.1.1 1.2.1.2 1.2.1.8
metadc56078,19930084563,183.85502689430507,1296.2477301607487,"Seehase, H.",Wood Versus Metal in Airplane Construction,TM,aircraft construction aircraft materials,20.0 20.0,5.1.1 5.1.7
metadc56079,19930083327,24.17478557414007,292.6789026611419,"Kundu, D. N.",Development of Auxiliary Cyclotron Equipment for Using Tritium as Bombarding Particles in a Cyclotron,TN,nuclear reactions cyclotrons tritium,2.0,8.3
metadc56080,19930084564,540.6323821109444,529.4471167993186,"Bergman, Stefan",On Two-Dimensional Flows of Compressible Fluids,TN,compressible fluids flow characteristics,57.0 57.0 57.0 64.0,1.1.2.1 1.1.2.2 1.1.2.3 1.2.1.1
metadc56081,19930084565,752.8123068856332,85.72144333623073,"Perchonok, Eugene",Effect of ambient-temperature variation on the matching requirements of inlet-engine combinations at supersonic speeds,TN,aircraft inlets turbojet engines temperature effects,72.0 80.0 93.0,1.4.1 1.4.2.1.2 3.1.3
metadc56082,19930084567,256.9194919322869,134.62475108986882,"Mayers, J.",Analysis of behavior of simply supported flat plates compressed beyond the buckling load into the plastic range,TN,analyses postbuckling,28.0 28.0,4.3.3.1.1 4.3.7.2
metadc56083,19930083329,393.9272786627653,306.69353497617817,"Phillips, William H.",Theoretical analysis of some simple types of acceleration restrictors,TN,acceleration restrictors aircraft control,41.0 45.0,1.8.2.1 1.8.5
metadc56084,19930084568,903.346544880865,92.55089816761692,"Heidmann, Marcus F.",A study of sprays formed by two impinging jets,TN,jet nozzles spray characteristics atomization,97.0 103.0 103.0 91.0,3.4.3.3 3.5.1.4 3.5.2.5 3.12.1.8
metadc56085,19930083330,740.0774573208706,274.340485587505,"Sacks, Alvin H.",Behavior of vortex system behind cruciform wings - motions of fully rolled-up vortices,TN,aerodynamics vortex systems,65.0 40.0 108.0 108.0,1.2.2.7 1.7.2 2.1 2.1
metadc56086,19930084569,558.4159928367213,135.82481828108288,"Wood, George P.",A factor affecting transonic leading-edge flow separation,TN,flow characteristics flow separation aerodynamics,57.0 58.0 58.0 64.0 64.0,1.1.2.2 1.1.3.1 1.1.3.2 1.2.1.6 1.2.1.8
metadc56087,19930083331,539.8510617321997,299.5079706278252,"Yaggy, Paul F.",A method for predicting the upwash angles induced at the propeller plane of a combination of bodies with an upswept wing,TN,aircraft propellers upwash angles,81.0 76.0 51.0 51.0 30.0,1.5.2.8 1.5.6 1.7.1.1.1 1.7.1.1.2 4.2.4
metadc56088,19930084570,406.44642544064993,116.88205585127324,"Lovell, Powell M., Jr.",Transition-flight tests of a model of a low-wing transport vertical-take-off airplane with tilting wing and propellers,TN,VTOL aircraft aircraft control,54.0 41.0 41.0 41.0 45.0,1.8.1.2 1.8.2.1 1.8.2.2 1.8.2.3 1.8.5
metadc56089,19930084571,513.9987247544118,137.42533400754914,"Rousso, Morris D.",Spreading characteristics of a jet expanding from choked nozzles at Mach 1.91,TN,expanding jets aircraft nozzles,58.0 73.0 41.0,1.1.3.3 1.4.3 1.8.2.4
metadc56090,19930083332,395.7922383962996,291.27160539407015,"Funk, Jack",A Flight Investigation of the Effect of Center-of-Gravity Location on Gust Loads,TN,gust loads center-of-gravity locations,54.0 32.0,1.8.1.2.1 4.1.1.1.3
metadc56091,19930084572,463.680279170251,95.51896837768452,"Coletti, Donald E.","Experimental investigation of the forces and moments due to sideslip of a series of triangular vertical- and horizontal-tail combinations at Mach numbers of 1.62, 1.93, and 2.41",TN,aircraft tails aerodynamics,57.0 51.0 54.0 54.0 54.0 32.0,1.1.2.3 1.7.1.1 1.8.1.1.2 1.8.1.1.3 1.8.1.2.2 4.1.1.2
metadc56092,19930083333,237.22502898968762,287.3278943168097,"Johnson, Aldie E., Jr.",A Study of Slip Formation in Polycrystalline Aluminum,TN,slip formation polycrystalline aluminum,26.0,5.2.13
metadc56093,19930084573,522.9882122152716,117.6007243958175,"Eggleston, John M.",Calculation of the forces and moments on a slender fuselage and vertical fin penetrating lateral gusts,TN,frequency variations sinusoidal side gusts,88.0 67.0 68.0 51.0 40.0 54.0 32.0,1.1 1.3.1 1.3.2 1.7.1.1 1.7.2.1.2 1.8.1.2.2 4.1.1.2.3
metadc56094,19930083335,257.69579179948425,274.44659677990484,"Kuhn, Paul",A summary of diagonal tension Part 1: methods of analysis,TN,diagonal tension strength analysis,28.0 28.0,4.3.3.2.2 4.3.4.2
metadc56096,19930083336,259.4549694841509,313.3973216696722,"Benscoter, Stanley Urner",Secondary Stresses in Thin-Walled Beams With Closed Cross Sections,TN,secondary stresses stiffened beams unstiffened beams,28.0,4.3.5
metadc56097,19930083337,242.92072590365598,285.44060408802494,"Hedgepeth, John M.",On the angular distribution of slip lines in polycrystalline aluminum alloy,TN,metallic properties aluminum alloys,26.0,5.2.13
metadc56098,19930083338,339.96386339327086,312.6283667912528,"Smaus, Louis H.",A Comparison of Predicted and Experimentally Determined Longitudinal Dynamic Responses of a Stabilized Airplane,TN,autopilots aircraft stability,54.0 41.0 45.0 8.0,1.8.1.2.1 1.8.2.6 1.8.5 9.2.7
metadc56099,19930084576,276.9162474973657,484.5272628853332,"Hoff, N. J.",Numerical procedures for the calculation of the stresses in monocoques 3: calculation of the bending moments in fuselage frames,TN,load distributions bending moments,30.0,4.2
metadc56100,19930084577,590.3430407182049,146.13890294913688,"Rennemann, Conrad, Jr.",Minimum-drag bodies of revolution in a nonuniform supersonic flow field,TN,aerodynamics drag characteristics,57.0 67.0 68.0,1.1.2.3 1.3.1 1.3.2
metadc56101,19930084578,800.4796468971846,88.0592257236421,"Westphal, Willard R.",Comparison of NACA 65-series compressor-blade pressure distributions and performance in a rotor and in cascade,TN,aircraft compressors compressor blades cascade testing,86.0 85.0 90.0,1.4.5 1.4.6 3.6.1.1
metadc56102,19930083339,72.97734146309544,297.3355860313771,"Russell, Walter R.",Wind-tunnel investigation of six shielded total-pressure tubes at high angles of attack: Subsonic speeds,TN,total pressure tubes aerodynamics aircraft performance,4.0 11.0,8.1 9.1.2
metadc56103,19930084579,421.21448990726236,161.7878727094381,"Hedgepeth, John M.",A Simplified Method for Calculating Aeroelastic Effects on the Roll of Aircraft,TN,aeroelastic effects lifting-surface theory,65.0 41.0 50.0 32.0,1.2.2.6 1.8.2.2 1.9 4.1.1.5
metadc56104,19930083340,221.7561100966124,296.2012616050467,"Grover, H. J.",Fatigue strengths of aircraft materials: axial-load fatigue tests on notched sheet specimens of 24S-T3 and 75S-T6 aluminum alloys and of SAE 4130 steel with stress-concentration factors of 2.0 and 4.0,TN,fatigue testing metallic properties,28.0 20.0 20.0 26.0,4.3.7.6 5.1.1 5.1.3 5.2.5
metadc56105,19930084580,262.2732855501131,122.51410002192242,"Whaley, Richard E.",Fatigue-crack-propagation and residual-static-strength results on full-scale transport-airplane wings,TN,fatigue testing C-46 fatigue crack propagation,32.0 28.0 28.0 28.0 26.0,4.1.1.1.3 4.3.6.2 4.3.7.6 4.3.7.7.1 5.2.5
metadc56106,19930083341,585.9077188401799,306.6006094048353,"Eggers, A. J., Jr.",Approximate methods for calculating the flow about nonlifting bodies of revolution at high supersonic airspeeds,TN,flow characteristics aerodynamics,57.0 67.0,1.1.2.3 1.3.1
metadc56107,19930084581,448.0661555554077,148.05254903543772,"Mueller, James N.",Conversion of Inviscid Normal-Force Coefficients in Helium to Equivalent Coefficients in Air for Simple Shapes at Hypersonic Speeds,TN,helium aerodynamics thermodynamics,57.0 64.0 64.0 8.0,1.1.2.3 1.2.1.1 1.2.1.8 9.2.6
metadc56108,19930084582,424.161747584507,178.12682000134373,"Coleman, Thomas L.","Analysis of accelerations, gust velocities, and airspeeds from operations of a twin-engine transport airplane on a transcontinental route from 1950 to 1952",TN,meteorology gust data,32.0 1.0 106.0,4.1.1.1.3 6.1.2 7
metadc56109,19930084585,395.72204918027916,1314.2084309293589,"Warner, Edward P.",The Controls of an Airplane,TM,aircraft controls aircraft motions,41.0 45.0,1.8.2 1.8.5
metadc56110,19930083343,493.8959300766822,290.99640621436737,"Weltmann, Ruth N.",An analysis of an x-ray absorption method for measurement of high gas temperatures,TN,temperatures x-rays,97.0 106.0 3.0 8.0,3.4.2 7.10 8.2 9.2.6
metadc56111,19930083344,214.2025867536349,293.41223793678813,"Holt, M.",Effects of Design Details on the Fatigue Strength of 355-T6 Sand-Cast Aluminum Alloy,TN,fatigue strengths aluminum alloys,20.0 26.0 26.0,5.1.1 5.2.1 5.2.5
metadc56113,19930084587,825.4344919253309,140.46351734754592,"Watkins, Charles E.",A method for calculation of free-space sound pressures near a propeller in flight including considerations of the chordwise blade loading,TN,aircraft propellers sound pressure,82.0 81.0 106.0,1.5.1 1.5.2.5 7.4
metadc56114,19930083345,247.51963775687256,259.1740712524091,"Helfer, Arleigh P.",Electrical Pressure Integrator,TN,electrical pressure integrators airfoil pressures,64.0 32.0 3.0 11.0,1.2.1 4.1.1.1 8.2 9.1
metadc56115,19930084589,742.161920272136,1294.2127061314027,"Pistolesi, Enrico",Variable Pitch Propeller,TM,aircraft propellers variable pitch propellers,82.0 81.0 79.0,1.5.1 1.5.2.3 1.5.3
metadc56116,19930083346,523.6490433925627,285.00589622670776,"Low, George M.",Simplified method for calculation of compressible laminar boundary with arbitrary free-stream pressure gradient,TN,laminar boundary layers aerodynamics,57.0 58.0,1.1.2 1.1.3.1
metadc56117,19930083347,231.04361255871777,298.7712146623622,"Yen, Kuo Tai",Deflections of a Simply Supported Rectangular Sandwich Plate Subjected to Transverse Loads,TN,sandwich plates bending equations,28.0 28.0 20.0,4.3.3.1 4.3.7.3 5.1.11
metadc56118,19930084590,206.4287389264311,1279.6843810075845,"Warner, Edward P.",Control Operating Mechanisms for Airplanes,TM,aircraft controls aircraft design,41.0 4.0,1.8.2 8.1
metadc56119,19930084591,501.6673324362555,1303.9762749426238,"Moreno-Caracciolo, M.","The ""Autogiro""",TM,autogiros aircraft design,70.0 39.0,1.6.2.2 1.7.3.1
metadc56121,19930084592,209.46682250268958,112.1794004791683,"Cooney, T. V.",Initial Results of a Flight Investigation of the Wing and Tail Loads on an Airplane Equipped With a Vane-Controlled Gust-Alleviation System,TN,aircraft wings aircraft tails,32.0 32.0 28.0 1.0,4.1.1.1.2 4.1.1.2.2 4.3.7.7 6.1.2.4
metadc56122,19930084593,377.3641990895383,1289.9973750099193,"Warner, Edward P.",Control Problems on Large Airplanes,TM,aircraft control large airplanes,41.0,1.8.2
metadc56123,19930083352,252.2210724741913,276.8963752013206,"Kuhn, Paul",A summary of diagonal tension Part 2: experimental evidence,TN,diagnonal tension curved-web systems,28.0 28.0,4.3.3.2.2 4.3.4.2
metadc56124,19930083353,519.0577209752637,292.9226412459708,"Klunker, E. B.",Laminar friction and heat transfer at Mach numbers from 1 to 10,TN,thermodynamics heat transfer coefficients,57.0 58.0 59.0,1.1.2.3 1.1.3.1 1.1.4.2
metadc56125,19930083354,593.9256487968379,250.92683499890487,"Moore, Franklin K.",Displacement Effect of a Three-Dimensional Boundary Layer,TN,boundary layer characteristics flow characteristics,58.0 58.0 67.0 67.0,1.1.3 1.1.3 1.3.1 1.3.1
metadc56126,19930084594,440.56744544738496,477.16174605522247,"Ashkenas, I. L.",The Development of a Lateral-Control System for Use With Large-Span Flaps,TN,aircraft control aircraft flaps,65.0 41.0 41.0 45.0,1.2.2.4.2 1.8.2.2 1.8.2.5 1.8.5
metadc56127,19930083355,142.80706573519404,277.91371923054186,"Press, Harry",The Gust and Gust-Load Experience of a Twin-Engine Low-Altitude Transport Airplane in Operation on a Northern Transcontinental Route,TN,meteorology gust data aerodynamics,32.0 28.0 1.0 1.0,4.1.1.1.3 4.3.7.7.1 6.1.2.2 6.2
metadc56128,19930083356,302.9085217471643,275.7176946545792,"Moore, Franklin K.",Use of the Boundary Layer of a Cone to Measure Supersonic Flow Inclination,TN,flow characteristics measuring tools,57.0 58.0 11.0 8.0,1.1.2.3 1.1.3.1 9.1.1 9.2.2
metadc56129,19930083357,599.0502732397417,267.9142693668598,"Harder, Keith C.",Transonic similarity rules for lifting wings,TN,transonic similarity rules aircraft wings,57.0 65.0 65.0 65.0 65.0 65.0,1.1.2.2 1.2.2.2 1.2.2.2.1 1.2.2.2.2 1.2.2.2.3 1.2.2.6
metadc56130,19930084595,515.0011151299834,143.29914606229337,"Foster, Gerald V.",A study of several factors affecting the stability contributed by a horizontal tail at various vertical positions on a sweptback-wing airplane model,TN,aircraft stability aircraft tails,65.0 65.0 65.0 51.0 51.0 54.0 41.0,1.2.2.3.1 1.2.2.3.3 1.2.2.7 1.7.1.1.1 1.7.1.1.3 1.8.1.1.1 1.8.2.1
metadc56131,19930084596,807.4208567086217,1284.5785620208196,Magnan,Bird Flight: Hints to Be Obtained From It for Use in Aviation,TM,bird flight aircraft characteristics,88.0,1.1
metadc56132,19930084597,312.79838108573193,139.13953579310802,"Brooks, George W.",Analytical determination of the natural coupled frequencies and mode shapes and the response to oscillating forcing functions of tandem helicopters,TN,helicopters vibrational stresses,70.0 39.0 39.0 30.0 30.0 28.0 28.0 8.0,1.6.2 1.7.3.2 1.7.3.2 4.2.5 4.2.5 4.3.7.7 4.3.7.7 9.2
metadc56133,19930084598,359.6686580088697,108.86379045307581,"Makofski, Robert A.",Charts for estimating the hovering endurance of a helicopter,TN,helicopters helicopter propulsion systems,39.0,1.7.3.2
metadc56134,19930083358,575.2665805474728,295.5006914235076,"Altman, John M.",A Comparison of the Turbulent Boundary-Layer Growth on an Unswept and a Swept Wing,TN,turbulent boundary layers aircraft wings,57.0 58.0 64.0 65.0,1.1.2.3 1.1.3.2 1.2.1.6.1 1.2.2.2.3
metadc56135,19930083359,552.6048783557869,249.61343427260888,"Mirels, Harold",Estimate of Slip Effect on Compressible Laminar-Boundary-Layer Skin Friction,TN,Rayleigh's problem slip effects fluid mechanics,57.0 58.0 60.0,1.1.2.3 1.1.3.1 1.1.5.1
metadc56136,19930083360,341.9871352371907,1344.4641627407418,Stapfer,Comparison of Nonrigid and Semirigid Airships,TM,airships nonrigid airships semirigid airships aircraft design,37.0,1.7.5
metadc56137,19930083361,550.6849411384803,244.67165009201,"Stine, Howard A.",Experimental Investigation of the Turbulent-Boundary-Layer Temperature-Recovery Factor on Bodies of Revolution at Mach Numbers From 2.0 to 3.8,TN,bodies of revolution turbulent boundary layers,58.0 58.0 59.0,1.1.3.2 1.1.3.3 1.1.4.2
metadc56138,19930084599,276.83909479371744,1301.328366370065,"Warner, Edward P.",The Effect of Bow Stiffeners in Nonrigid Airships,TM,bow stiffeners airships,30.0,4.2
metadc56140,19930084601,730.799840126201,113.83790785957727,"McArdle, Jack G.",Performance characteristics of ring-cascade-type thrust reversers,TN,thrust reversers aircraft braking,73.0 86.0,1.4.3 1.4.5
metadc56141,19930083362,532.7987682636705,272.91096802301206,"Moeckel, W. E.","Interaction of Oblique Shock Waves With Regions of Variable Pressure, Entropy, and Energy",TN,shock waves pressure characteristics,57.0 58.0 58.0,1.1.2.3 1.1.3 1.1.3.3
metadc56142,19930083363,971.4973026159962,1350.9901358930651,"Black, Archibald","How to Lay Out and Build an Airplane Landing Field: Notes on Shape and Size of Plot, Runway Details, Type and Arrangement of Buildings, Drainage of Field, Best Kind of Grass and Proper Marking to Aid Pilots",TM,aircraft landings landing fields,106.0,7.9
metadc56143,19930083364,596.9104566850162,241.161328441115,"Spreiter, John R.",On the Application of Transonic Similarity Rules,TN,transonic similarity rules aircraft wings,57.0 57.0 64.0 64.0 65.0 65.0 65.0 65.0,1.1.2 1.1.2 1.2.1.1 1.2.1.1 1.2.2.1 1.2.2.1 1.2.2.6 1.2.2.6
metadc56144,19930084602,359.4409824093157,114.85938129957985,"Gessow, Alfred",Equations and Procedures for Numerically Calculating the Aerodynamic Characteristics of Lifting Rotors,TN,aircraft rotors lifting rotors aerodynamics,55.0 39.0 39.0 32.0 30.0,1.6.1 1.7.3.1 1.7.3.2 4.1.1.4 4.2.5
metadc56145,19930084603,566.1020469337398,127.02639624608886,"Shivers, James P.",Experimental investigation on the Langley helicopter test tower of compressibility effects on a rotor having NACA 63₂-015 airfoil sections,TN,helicopters airfoils,64.0 65.0 65.0 70.0 39.0,1.2.1.2.3 1.2.2.2.6 1.2.2.6 1.6.2 1.7.3.2
metadc56146,19930084604,544.0710405559964,113.23399437631596,"Lee, Dorothy B.",Charts adapted from Van Driest's turbulent flat-plate theory for determining values of turbulent aerodynamic friction and heat-transfer coefficients,TN,boundary layer characteristics skin-friction coefficients,58.0 59.0,1.1.3.2 1.1.4.2
metadc56147,19930083365,728.0394301962268,266.66878586928453,"Stanitz, John D.","One-dimensional compressible flow in vaneless diffusers of radial- and mixed-flow centrifugal compressors, including effects of friction, heat transfer and area change",TN,vaneless diffusers aircraft compressors,57.0 80.0 90.0 90.0,1.1.2 1.4.2.1.1 3.6.1.2 3.6.1.3
metadc56148,19930083366,594.9183240174524,1339.9924374275156,Mises,Location of Center of Pressure of Airplane Wings,TM,aircraft wings wing forces aerodynamics,65.0,1.2.2.1
metadc56150,19930084607,236.61671677190705,119.17961857482,"Peters, Roger W.",Failure Characteristics of Pressurized Stiffened Cylinders,TN,failure characteristics stiffened cylinders,28.0 28.0 20.0,4.3.5.1.1 4.3.7.7.1 5.1.1
metadc56151,19930083367,859.0162431431086,254.52022857935168,"Roberts, John P.",Experiments in External Noise Reduction of a Small Pusher-Type Amphibian Airplane,TN,aircraft noise reduction amphibian aircraft,81.0 106.0,1.5.2.6 7.4
metadc56152,19930084608,653.1988765747901,126.7174216759614,"Hansen, Arthur G.",Analysis of particle motions for a class of three-dimensional incompressible laminar boundary layers,TN,boundary layers investigations,58.0 58.0 84.0 84.0,1.1.3 1.1.3.1 1.4.7 1.4.7.1
metadc56153,19930083369,544.9544486493072,291.38061279936613,"Gessow, Alfred",An Extension of Lifting Rotor Theory to Cover Operation at Large Angles of Attack and High Inflow Conditions,TN,lifting rotor theory helicopters aircraft performance,82.0 81.0 55.0 39.0 32.0,1.5.1 1.5.2.9 1.6.1 1.7.3.2 4.1.1.4
metadc56154,19930083370,461.75140922026964,1348.0775085714824,"Warner, Edward P.",Lessons of the Glider Meets,TM,gliders aircraft design,51.0,1.7.1.3
metadc56155,19930084609,469.94267324044176,118.57116963876877,"Kirby, Robert H.",Flight investigation of the stability and control characteristics of vertically rising airplane research model with swept or unswept wings and x- or +-tails,TN,VTOL aircraft aircraft stability aircraft control,65.0 51.0 54.0 54.0 41.0 41.0,1.2.2.2.3 1.7.1.1.3 1.8.1.2.1 1.8.1.2.2 1.8.2.1 1.8.2.2
metadc56156,19930084610,569.1680178320091,498.75326465206933,"Spreiter, John R.",Effect of Mach and Reynolds Numbers on Maximum Lift Coefficient,TN,aircraft stability aircraft control aerodynamics,64.0 64.0 65.0 65.0 52.0,1.2.1.7 1.2.1.8 1.2.2.5 1.2.2.6 1.8.4
metadc56157,19930083371,972.4643193260063,283.228513172563,"Elwell, Fred S.",Experiments to Determine Neighborhood Reactions to Light Airplanes With and Without External Noise Reduction,TN,aircraft noise reduction aircraft design,106.0 106.0 106.0 106.0,7.4 7.4 7.10 7.10
metadc56158,19930084611,442.0136202938594,105.8686711479593,"Drischler, Joseph A.",Calculation and compilation of the unsteady-lift functions for a rigid wing subjected to sinusoidal gusts and to sinusoidal sinking oscillations,TN,aircraft wings flow characteristics,64.0 65.0 32.0 32.0,1.2.1.1 1.2.2.1 4.1.1.1.3 4.1.1.5
metadc56159,19930083372,995.9529835944867,1348.4980085076088,"Lagarde, Martinot",Definition of Terms Used in Connection With Commercial Aircraft Engines,TM,aircraft terminology aircraft engines,108.33,10
metadc56160,19930083373,263.2820105435762,260.1293385582909,"Flügge, W.",Stress Problems in Pressurized Cabins,TN,stress problems pressurized cabins,28.0 28.0,4.3.3.1 4.3.5.1.1
metadc56161,19930083374,578.8399036739232,271.6100328764267,"Kraus, Samuel","An Analysis of Supersonic Flow in the Region of the Leading Edge of Curved Airfoils, Including Charts for Determining Surface-Pressure Gradient and Shock-Wave Curvature",TN,airfoils inviscid flow flow characteristics,57.0 57.0 58.0 59.0 64.0 64.0 64.0 64.0,1.1.2.3 1.1.2.3 1.1.3.3 1.1.4 1.2.1.1 1.2.1.1 1.2.1.8 1.2.1.8
metadc56162,19930084612,419.44836276624807,128.70590035666788,"Castles, Walter, Jr.",Distribution of normal component of induced velocity in lateral plane of a lifting rotor,TN,lifting rotors aerodynamics,55.0 39.0,1.6.1 1.7.3.2
metadc56163,19930084613,329.4340698454192,131.93569844859942,"Yeates, John E., Jr.",Flight measurements of the vibrations encountered by a tandem helicopter and a method for measuring the coupled response in flight,TN,helicopters vibration studies,70.0 70.0 39.0 39.0 30.0 30.0 28.0 8.0 8.0,1.6.2 1.6.2 1.7.3.2 1.7.3.2 4.2.5 4.2.5 4.3.7.7 9.2 9.2
metadc56164,19930084614,235.74959653510442,129.65525910668325,"Zender, George W.",Comparison of theoretical stresses and deflections of multicell wings with experimental results obtained from plastic models,TN,aircraft wings aircraft stresses,28.0 28.0 28.0 28.0 20.0,4.3.4.1 4.3.5.2 4.3.7.3 4.3.7.4 5.1.6
metadc56165,19930084615,245.79780137592797,76.84054490412565,"Mordfin, Leonard",Creep Behavior of Structural Joints of Aircraft Materials Under Constant Loads and Temperatures,TN,creep testing creep-rupture testing,28.0 28.0 26.0,4.3.6.2 4.3.6.3 5.2.3
metadc56166,19930084616,485.08527369972006,488.7575553872932,"Murray, Harry E.",Wind-tunnel investigation of end-plate effects of horizontal tails on a vertical tail compared with available theory,TN,aircraft tails aerodynamics,65.0 41.0,1.2.2.1 1.8.2.5
metadc56167,19930084617,253.72511897936283,129.54881598521538,"McComb, Harvey G., Jr.","Torsional Stiffness of Thin-Walled Shells Having Reinforcing Cores and Rectangular, Triangular, or Diamond Cross Section",TN,torsional stiffness thin-walled shells,28.0 28.0 28.0 28.0 28.0 28.0,4.3.4 4.3.4 4.3.5 4.3.5 4.3.7.4 4.3.7.4
metadc56168,19930083375,423.34065020541414,1328.2307650820305,"Reed, S. Albert",Air reactions to objects moving at rates above the velocity of sound with application to the air propeller,TM,experiments propellers,81.0 11.0,1.5.2.5 9.1.5
metadc56169,19930083376,386.19573223057984,281.6243038705818,"Mazelsky, Bernard",Determination of Indicial Lift and Moment of a Two-Dimensional Pitching Airfoil at Subsonic Mach Numbers From Oscillatory Coefficients With Numerical Calculations for a Mach Number of 0.7,TN,airfoils harmonic oscillations compressible flow,64.0 32.0 30.0,1.2.1.8 4.1.1.1.3 4.2
metadc56170,19930084618,645.5655279647102,160.43278601579803,"Peck, Robert F.",Flight measurements of base pressure on bodies of revolution with and without simulated rocket chambers,TN,base pressures drag characteristics,68.0 73.0,1.3.2 1.4.3
metadc56171,19930083377,314.3007195503327,275.93080588708733,"Lindsey, W. F.",Choking of a Subsonic Induction Tunnel by the Flow from an Induction Nozzle,TN,induction nozzles flow characteristics induction choking,57.0 11.0,1.1.2.1 9.1.1
metadc56172,19930083378,72.5841251172413,1320.853374599339,"Wieselsberger, C.",Effect of Method of Suspending Models in Airstream on Resulting Measurements,TM,model testing suspension method,8.0,9.2.1
metadc56173,19930084619,208.0122131616277,124.95742972738078,"Mathauser, Eldon E.",Compressive stress-strain properties of 2024-T3 aluminum-alloy sheet at elevated temperatures,TN,2024-T3 aluminum alloy compressive testing,20.0 26.0,5.1.1 5.2.2
metadc56174,19930083380,31.704239936784397,1332.5239104802451,Leroy,Effect of Temperature and Pressure on Watches and Chronometers,TM,watches chronometers temperature effects,4.0 3.0,8.1 8.2
metadc56175,19930084620,541.3620606884073,136.31776034662806,"Jaquet, Byron M.",Experimental Steady-State Yawing Derivatives of a 60 Degree Delta-Wing Model as Affected by Changes in Vertical Position of the Wing and in Ratio of Fuselage Diameter to Wing Span,TN,aircraft stability yawing derivatives aircraft design,65.0 68.0 51.0 54.0 54.0,1.2.2.2.3 1.3.2.1 1.7.1.1.3 1.8.1.2.2 1.8.1.2.3
metadc56176,19930084622,482.0871747095873,129.03647193916376,"Queijo, M. J.",Effects of vertical fins near the nose of the fuselage on the directional and damping-in-yaw stability derivatives of an airplane model under steady-state and oscillatory conditions,TN,aircraft tails aircraft fins,51.0 54.0 54.0 54.0,1.7.1.1.3 1.8.1.1.3 1.8.1.2.2 1.8.1.2.3
metadc56177,19930083381,184.23532220475377,277.04766962595954,"Hamjian, H. J.",Influence of structure on properties of sintered chromium carbide,TN,chromium carbide sintering material properties,20.0 20.0 20.0 20.0,5.1.4 5.1.5 5.1.9 5.1.12
metadc56179,19930083383,338.1516261523343,1339.850176388485,"Sonntag, R.",Causes of Failure of Airship Sheds,TM,airship sheds suction effects,37.0,1.7.5
metadc56180,19930083384,912.1731456951727,259.4261546669344,"Cohen, Leo",Theoretical Investigation of Velocity Diagrams of a Single-Stage Turbine for a Turbojet Engine at Maximum Thrust Per Square Foot Turbine Frontal Area,TN,aircraft turbines aerodynamics turbojet engines,98.0,3.7.1.1
metadc56181,19930084623,275.97898523747483,96.05061649999745,"Coleman, Robert P.",Theory of Self-Excited Mechanical Oscillations of Helicopter Rotors with Hinged Blades,TN,helicopter rotors mechanical oscillations,30.0,4.2.5
metadc56182,19930084624,395.11641612856727,117.4031202195714,"Copp, Martin R.","An analysis of airspeed, altitude, and acceleration data obtained from a twin-engine transport airplane operated over a feeder-line route in the Rocky Mountains",TN,measuring tools time histories,32.0 32.0 1.0 106.0,4.1.1.1.2 4.1.1.1.3 6.1.2 7
metadc56183,19930083385,341.1018414935258,1330.0468784084067,"Chollet, L.",Balloon Fabrics Made of Goldbeater's Skins,TM,balloons balloon fabrics,37.0,1.7.5
metadc56184,19930083386,444.6168783609669,259.6175223403437,"Evvard, J. C.",Achievement of Continuous Wall Curvature in Design of Two-Dimensional Symmetrical Supersonic Nozzles,TN,wall contours supersonic nozzles,57.0 80.0 11.0,1.1.2.3 1.4.2.2 9.1.1
metadc56185,19930083387,472.7251243579808,1352.9311513483187,"Warner, Edward P.","Airplane performance, past and present",TM,airplanes speeds,51.0,1.7.1.3
metadc56186,19930083388,318.831008537767,1334.3842509176766,Point,Commercial Airplanes and Seaplanes: Thick Wings or Thin Wings - All Metal or Mixed Construction,TM,aircraft wings aircraft design commercial aviation,64.0 20.0 20.0,1.2.1.2.2 5.1.1 5.1.12
metadc56187,19930083389,579.3837287258963,1318.632196613537,"Warner, Edward P.",Depreciation of Aircraft,TM,aircraft depreciation aircraft construction,20.0 106.0,5.1.9 7.9
metadc56188,19930083390,474.04124281183215,1317.5436513085679,"Black, Archibald",Influence of Design on Cost of Operating Airplanes,TM,commercial aircraft aircraft line operations,51.0,1.7.1.3
metadc56190,19930084625,217.2272212442443,130.46304787034092,"Mathauser, Eldon E.",Compressive stress-strain properties of 7075-T6 aluminum-alloy sheet at elevated temperatures,TN,7075-T6 aluminum alloy metallic properties,20.0 26.0,5.1.1 5.2.2
